24,25,25,
23,24,24,
26,24,26,
24,26,24,
24,27,25,
26,26,25,
23,27,26,
27,23,27,
28,22,27,
25,23,27,
25,25,26,
28,21,28,
26,22,26,
29,22,26,
24,26,23,
22,26,25,
22,26,24,
29,21,27,
27,21,25,
24,22,26,
24,21,27,
30,21,28,
24,26,27,
31,21,27,
23,20,28,
23,19,29,
25,26,23,
23,20,30,
28,22,29,
22,18,28,
26,24,25,
23,28,24,
22,21,31,
32,20,28,
24,29,23,
23,27,23,
25,30,23,
31,19,28,
27,27,25,
25,28,22,
24,24,23,
22,28,27,
23,23,24,
23,18,27,
21,28,28,
21,25,25,
25,20,28,
25,31,24,
24,31,22,
22,26,23,
22,19,31,
30,21,25,
21,18,28,
25,30,22,
31,19,27,
23,17,29,
32,22,26,
21,19,29,
20,18,27,
28,21,24,
24,17,26,
20,24,24,
26,27,22,
25,28,25,
22,29,29,
22,20,32,
25,25,22,
29,22,29,
22,28,23,
22,20,27,
21,27,25,
26,28,26,
26,20,25,
33,23,27,
34,23,26,
34,22,25,
21,26,22,
35,23,24,
34,21,24,
23,26,28,
19,25,25,
19,18,27,
28,22,23,
32,23,26,
29,20,29,
20,23,23,
27,21,22,
18,25,25,
21,29,22,
24,20,29,
21,21,33,
27,27,27,
20,22,22,
33,19,28,
21,21,21,
22,30,30,
33,21,28,
27,21,21,
21,30,23,
25,19,30,
30,18,26,
34,18,29,
20,28,27,
25,20,26,
21,31,29,
22,20,20,
19,23,23,
21,30,31,
24,23,25,
23,29,28,
22,27,21,
18,17,26,
18,17,25,
20,31,32,
23,19,19,
20,28,25,
21,32,31,
22,33,31,
29,17,25,
32,24,25,
23,30,24,
17,17,26,
20,33,30,
35,20,24,
22,26,20,
31,20,25,
32,18,26,
30,23,29,
21,31,23,
35,18,30,
20,23,21,
16,17,25,
22,20,34,
20,19,26,
33,17,26,
36,23,23,
32,18,25,
31,17,24,
34,17,29,
34,21,29,
28,20,21,
17,25,25,
28,19,20,
15,16,26,
35,16,29,
18,24,26,
20,33,32,
33,24,27,
22,32,28,
37,24,24,
36,15,28,
33,18,24,
34,23,27,
28,19,19,
22,19,34,
18,26,24,
34,24,24,
37,14,28,
16,25,26,
25,32,23,
19,32,31,
30,18,23,
34,16,27,
15,15,27,
19,22,20,
19,28,27,
15,24,27,
21,30,21,
17,26,23,
16,27,24,
35,22,22,
31,24,28,
15,26,23,
34,23,23,
23,18,31,
23,21,35,
15,25,22,
23,17,26,
23,18,34,
34,19,30,
23,22,36,
18,21,20,
18,22,24,
19,22,19,
23,32,30,
25,33,24,
23,20,34,
33,25,28,
29,18,18,
14,23,26,
16,26,21,
38,15,27,
24,29,28,
36,21,23,
27,20,18,
21,29,31,
22,32,23,
26,19,17,
15,27,20,
30,17,19,
19,34,33,
25,29,21,
34,26,27,
32,16,23,
24,23,37,
26,28,21,
22,24,26,
17,22,20,
22,16,30,
37,20,22,
23,16,28,
30,16,19,
38,21,21,
17,21,23,
24,31,30,
22,17,35,
19,30,31,
16,15,28,
17,15,29,
14,23,25,
32,15,22,
28,17,18,
16,23,19,
33,18,30,
26,34,23,
25,32,21,
37,24,22,
18,32,32,
37,25,23,
20,26,21,
26,31,24,
13,24,25,
24,25,29,
23,24,36,
26,18,16,
15,18,25,
25,32,31,
36,19,30,
22,33,23,
14,14,26,
21,17,35,
20,20,29,
16,24,18,
25,34,23,
37,16,27,
15,14,26,
36,26,22,
16,13,25,
24,21,34,
17,27,23,
27,18,15,
25,24,37,
25,32,29,
12,24,24,
18,17,24,
32,26,29,
20,21,33,
26,33,28,
22,32,22,
26,35,22,
22,28,32,
27,29,20,
31,17,27,
24,25,38,
24,28,20,
19,31,30,
20,29,22,
24,15,29,
29,21,22,
24,33,31,
22,16,26,
26,22,20,
27,21,29,
34,17,27,
26,33,20,
26,17,15,
17,21,19,
35,27,21,
22,29,25,
29,16,20,
19,30,21,
36,20,31,
25,35,22,
27,33,29,
27,17,14,
32,14,22,
28,16,15,
33,17,25,
25,27,20,
16,14,30,
31,15,24,
15,12,24,
21,34,23,
23,22,38,
27,33,21,
18,30,30,
24,35,21,
29,17,26,
25,18,14,
25,19,13,
37,27,21,
38,13,28,
24,21,39,
32,17,31,
14,11,23,
25,36,22,
25,26,29,
28,28,20,
24,19,15,
28,17,13,
22,31,20,
15,25,19,
31,16,18,
16,28,21,
36,15,26,
23,16,34,
23,25,35,
35,25,22,
24,19,34,
38,26,20,
23,26,19,
20,34,29,
28,16,18,
26,21,18,
31,25,24,
32,16,19,
37,18,29,
37,27,19,
25,22,40,
24,31,32,
26,23,41,
18,35,33,
16,14,27,
32,17,20,
32,15,18,
